x,y,z,yaw
1.93,0.86,2.0,7.29
1.94,0.86,2.0,6.95
1.95,0.86,2.0,6.6
1.96,0.87,2.0,6.25
1.97,0.87,2.0,5.89
1.98,0.87,2.0,5.52
1.99,0.87,2.0,5.15
2.0,0.87,2.0,4.78
2.01,0.87,2.0,4.4
2.02,0.87,2.0,4.01
2.03,0.87,2.0,3.62
2.04,0.87,2.0,3.22
2.05,0.87,2.0,2.82
2.06,0.87,2.0,2.41
2.07,0.87,2.0,2.0
2.08,0.87,2.0,1.58
2.09,0.87,2.0,1.15
2.1,0.87,2.0,0.72
2.11,0.87,2.0,0.28
2.12,0.87,2.0,-0.17
2.13,0.87,2.0,-0.62
2.14,0.87,2.0,-1.08
2.15,0.87,2.0,-1.54
2.16,0.87,2.0,-2.01
2.17,0.87,2.0,-2.49
2.18,0.87,2.0,-2.97
2.19,0.87,2.0,-3.46
2.2,0.87,2.0,-3.96
2.21,0.87,2.0,-4.47
2.22,0.87,2.0,-4.98
2.23,0.87,2.0,-5.5
2.24,0.87,2.0,-6.02
2.25,0.87,2.0,-6.55
2.26,0.87,2.0,-7.09
2.27,0.86,2.0,-7.64
2.28,0.86,2.0,-8.19
2.29,0.86,2.0,-8.75
2.3,0.86,2.0,-9.32
2.31,0.86,2.0,-9.89
2.32,0.86,2.0,-10.47
2.33,0.85,2.0,-11.06
2.34,0.85,2.0,-11.66
2.35,0.85,2.0,-12.26
2.36,0.85,2.0,-12.87
2.37,0.85,2.0,-13.48
2.38,0.84,2.0,-14.11
2.39,0.84,2.0,-14.74
2.4,0.84,2.0,-15.37
2.41,0.84,2.0,-16.02
2.42,0.83,2.0,-16.67
2.43,0.83,2.0,-17.32
2.44,0.83,2.0,-17.98
2.45,0.82,2.0,-18.65
2.46,0.82,2.0,-19.33
2.47,0.82,2.0,-20.01
2.48,0.81,2.0,-20.69
2.49,0.81,2.0,-21.38
2.49,0.81,2.0,-22.08
2.5,0.8,2.0,-22.78
2.51,0.8,2.0,-23.49
2.52,0.79,2.0,-24.2
2.53,0.79,2.0,-24.92
2.54,0.79,2.0,-25.64
2.55,0.78,2.0,-26.37
2.56,0.78,2.0,-27.1
2.57,0.77,2.0,-27.84
2.58,0.77,2.0,-28.57
2.58,0.76,2.0,-29.31
2.59,0.76,2.0,-30.06
2.6,0.75,2.0,-30.81
2.61,0.75,2.0,-31.56
2.62,0.74,2.0,-32.31
2.63,0.74,2.0,-33.06
2.64,0.73,2.0,-33.82
2.64,0.73,2.0,-34.58
2.65,0.72,2.0,-35.34
2.66,0.71,2.0,-36.1
2.67,0.71,2.0,-36.86
2.68,0.7,2.0,-37.62
2.68,0.7,2.0,-38.38
2.69,0.69,2.0,-39.15
2.7,0.68,2.0,-39.91
2.71,0.68,2.0,-40.67
2.72,0.67,2.0,-41.43
2.72,0.66,2.0,-42.19
2.73,0.66,2.0,-42.95
2.74,0.65,2.0,-43.71
2.74,0.64,2.0,-44.47
2.75,0.64,2.0,-45.22
2.76,0.63,2.0,-45.97
2.77,0.62,2.0,-46.72
2.77,0.61,2.0,-47.47
2.78,0.61,2.0,-48.22
2.79,0.6,2.0,-48.96
2.79,0.59,2.0,-49.7
2.8,0.58,2.0,-50.43
2.8,0.58,2.0,-51.17
2.81,0.57,2.0,-51.9
2.82,0.56,2.0,-52.63
2.82,0.55,2.0,-53.35
2.83,0.55,2.0,-54.07
2.83,0.54,2.0,-54.79
2.84,0.53,2.0,-55.5
2.85,0.52,2.0,-56.21
2.85,0.51,2.0,-56.91
2.86,0.5,2.0,-57.61
2.86,0.5,2.0,-58.31
2.87,0.49,2.0,-59.0
2.87,0.48,2.0,-59.69
2.88,0.47,2.0,-60.38
2.88,0.46,2.0,-61.06
2.89,0.45,2.0,-61.73
2.89,0.44,2.0,-62.41
2.9,0.43,2.0,-63.08
2.9,0.43,2.0,-63.74
2.91,0.42,2.0,-64.4
2.91,0.41,2.0,-65.06
2.91,0.4,2.0,-65.71
2.92,0.39,2.0,-66.36
2.92,0.38,2.0,-67.0
2.93,0.37,2.0,-67.65
2.93,0.36,2.0,-68.28
2.93,0.35,2.0,-68.92
2.94,0.34,2.0,-69.55
2.94,0.33,2.0,-70.17
2.94,0.32,2.0,-70.8
2.95,0.31,2.0,-71.41
2.95,0.31,2.0,-72.03
2.95,0.3,2.0,-72.64
2.96,0.29,2.0,-73.25
2.96,0.28,2.0,-73.86
2.96,0.27,2.0,-74.46
2.96,0.26,2.0,-75.07
2.97,0.25,2.0,-75.66
2.97,0.24,2.0,-76.26
2.97,0.23,2.0,-76.85
2.97,0.22,2.0,-77.44
2.98,0.21,2.0,-78.03
2.98,0.2,2.0,-78.61
2.98,0.19,2.0,-79.2
2.98,0.18,2.0,-79.78
2.98,0.17,2.0,-80.36
2.98,0.16,2.0,-80.93
2.99,0.15,2.0,-81.51
2.99,0.14,2.0,-82.08
2.99,0.13,2.0,-82.66
2.99,0.12,2.0,-83.23
2.99,0.11,2.0,-83.8
2.99,0.1,2.0,-84.36
2.99,0.09,2.0,-84.93
2.99,0.08,2.0,-85.5
2.99,0.07,2.0,-86.06
3.0,0.06,2.0,-86.63
3.0,0.05,2.0,-87.19
3.0,0.04,2.0,-87.75
3.0,0.03,2.0,-88.31
3.0,0.02,2.0,-88.88
3.0,0.01,2.0,-89.44
3.0,-0.0,2.0,-90.0
3.0,-0.01,2.0,-90.56
3.0,-0.02,2.0,-91.12
3.0,-0.03,2.0,-91.69
3.0,-0.04,2.0,-92.25
3.0,-0.05,2.0,-92.81
3.0,-0.06,2.0,-93.37
2.99,-0.07,2.0,-93.94
2.99,-0.08,2.0,-94.5
2.99,-0.09,2.0,-95.07
2.99,-0.1,2.0,-95.64
2.99,-0.11,2.0,-96.2
2.99,-0.12,2.0,-96.77
2.99,-0.13,2.0,-97.35
2.99,-0.14,2.0,-97.92
2.99,-0.15,2.0,-98.49
2.98,-0.16,2.0,-99.07
2.98,-0.17,2.0,-99.64
2.98,-0.18,2.0,-100.22
2.98,-0.19,2.0,-100.8
2.98,-0.2,2.0,-101.39
2.98,-0.21,2.0,-101.97
2.97,-0.22,2.0,-102.56
2.97,-0.23,2.0,-103.15
2.97,-0.24,2.0,-103.74
2.97,-0.25,2.0,-104.34
2.96,-0.26,2.0,-104.94
2.96,-0.27,2.0,-105.54
2.96,-0.28,2.0,-106.14
2.96,-0.29,2.0,-106.75
2.95,-0.3,2.0,-107.36
2.95,-0.31,2.0,-107.97
2.95,-0.31,2.0,-108.58
2.94,-0.32,2.0,-109.2
2.94,-0.33,2.0,-109.83
2.94,-0.34,2.0,-110.45
2.93,-0.35,2.0,-111.08
2.93,-0.36,2.0,-111.72
2.93,-0.37,2.0,-112.36
2.92,-0.38,2.0,-113.0
2.92,-0.39,2.0,-113.64
2.91,-0.4,2.0,-114.29
2.91,-0.41,2.0,-114.94
2.91,-0.42,2.0,-115.6
2.9,-0.43,2.0,-116.26
2.9,-0.43,2.0,-116.92
2.89,-0.44,2.0,-117.59
2.89,-0.45,2.0,-118.27
2.88,-0.46,2.0,-118.94
2.88,-0.47,2.0,-119.62
2.87,-0.48,2.0,-120.31
2.87,-0.49,2.0,-121.0
2.86,-0.5,2.0,-121.69
2.86,-0.5,2.0,-122.39
2.85,-0.51,2.0,-123.09
2.85,-0.52,2.0,-123.79
2.84,-0.53,2.0,-124.5
2.83,-0.54,2.0,-125.21
2.83,-0.55,2.0,-125.93
2.82,-0.55,2.0,-126.65
2.82,-0.56,2.0,-127.37
2.81,-0.57,2.0,-128.1
2.8,-0.58,2.0,-128.83
2.8,-0.58,2.0,-129.56
2.79,-0.59,2.0,-130.3
2.79,-0.6,2.0,-131.04
2.78,-0.61,2.0,-131.78
2.77,-0.61,2.0,-132.53
2.77,-0.62,2.0,-133.28
2.76,-0.63,2.0,-134.03
2.75,-0.64,2.0,-134.78
2.74,-0.64,2.0,-135.53
2.74,-0.65,2.0,-136.29
2.73,-0.66,2.0,-137.05
2.72,-0.66,2.0,-137.81
2.72,-0.67,2.0,-138.57
2.71,-0.68,2.0,-139.33
2.7,-0.68,2.0,-140.09
2.69,-0.69,2.0,-140.85
2.68,-0.7,2.0,-141.62
2.68,-0.7,2.0,-142.38
2.67,-0.71,2.0,-143.14
2.66,-0.71,2.0,-143.9
2.65,-0.72,2.0,-144.66
2.64,-0.73,2.0,-145.42
2.64,-0.73,2.0,-146.18
2.63,-0.74,2.0,-146.94
2.62,-0.74,2.0,-147.69
2.61,-0.75,2.0,-148.44
2.6,-0.75,2.0,-149.19
2.59,-0.76,2.0,-149.94
2.58,-0.76,2.0,-150.69
2.58,-0.77,2.0,-151.43
2.57,-0.77,2.0,-152.16
2.56,-0.78,2.0,-152.9
2.55,-0.78,2.0,-153.63
2.54,-0.79,2.0,-154.36
2.53,-0.79,2.0,-155.08
2.52,-0.79,2.0,-155.8
2.51,-0.8,2.0,-156.51
2.5,-0.8,2.0,-157.22
2.49,-0.81,2.0,-157.92
2.49,-0.81,2.0,-158.62
2.48,-0.81,2.0,-159.31
2.47,-0.82,2.0,-159.99
2.46,-0.82,2.0,-160.67
2.45,-0.82,2.0,-161.35
2.44,-0.83,2.0,-162.02
2.43,-0.83,2.0,-162.68
2.42,-0.83,2.0,-163.34
2.41,-0.84,2.0,-163.98
2.4,-0.84,2.0,-164.63
2.39,-0.84,2.0,-165.26
2.38,-0.84,2.0,-165.89
2.37,-0.85,2.0,-166.52
2.36,-0.85,2.0,-167.13
2.35,-0.85,2.0,-167.74
2.34,-0.85,2.0,-168.34
2.33,-0.85,2.0,-168.94
2.32,-0.86,2.0,-169.53
2.31,-0.86,2.0,-170.11
2.3,-0.86,2.0,-170.68
2.29,-0.86,2.0,-171.25
2.28,-0.86,2.0,-171.81
2.27,-0.86,2.0,-172.36
2.26,-0.87,2.0,-172.91
2.25,-0.87,2.0,-173.45
2.24,-0.87,2.0,-173.98
2.23,-0.87,2.0,-174.5
2.22,-0.87,2.0,-175.02
2.21,-0.87,2.0,-175.53
2.2,-0.87,2.0,-176.04
2.19,-0.87,2.0,-176.54
2.18,-0.87,2.0,-177.03
2.17,-0.87,2.0,-177.51
2.16,-0.87,2.0,-177.99
2.15,-0.87,2.0,-178.46
2.14,-0.87,2.0,-178.92
2.13,-0.87,2.0,-179.38
2.12,-0.87,2.0,-179.83
2.11,-0.87,2.0,179.72
2.1,-0.87,2.0,179.28
2.09,-0.87,2.0,178.85
2.08,-0.87,2.0,178.42
2.07,-0.87,2.0,178.0
2.06,-0.87,2.0,177.59
2.05,-0.87,2.0,177.18
2.04,-0.87,2.0,176.78
2.03,-0.87,2.0,176.38
2.02,-0.87,2.0,175.99
2.01,-0.87,2.0,175.6
2.0,-0.87,2.0,175.22
1.99,-0.87,2.0,174.85
1.98,-0.87,2.0,174.48
1.97,-0.87,2.0,174.11
1.96,-0.87,2.0,173.75
1.95,-0.86,2.0,173.4
1.94,-0.86,2.0,173.05
1.93,-0.86,2.0,172.71
1.92,-0.86,2.0,172.37
1.91,-0.86,2.0,172.04
1.9,-0.86,2.0,171.71
1.89,-0.86,2.0,171.38
1.88,-0.85,2.0,171.06
1.87,-0.85,2.0,170.75
1.86,-0.85,2.0,170.44
1.85,-0.85,2.0,170.13
1.84,-0.85,2.0,169.83
1.83,-0.85,2.0,169.53
1.83,-0.84,2.0,169.24
1.82,-0.84,2.0,168.95
1.81,-0.84,2.0,168.66
1.8,-0.84,2.0,168.38
1.79,-0.84,2.0,168.1
1.78,-0.83,2.0,167.83
1.77,-0.83,2.0,167.56
1.76,-0.83,2.0,167.3
1.75,-0.83,2.0,167.03
1.74,-0.83,2.0,166.78
1.73,-0.82,2.0,166.52
1.72,-0.82,2.0,166.27
1.71,-0.82,2.0,166.02
1.7,-0.82,2.0,165.78
1.69,-0.81,2.0,165.54
1.68,-0.81,2.0,165.3
1.67,-0.81,2.0,165.07
1.66,-0.81,2.0,164.84
1.65,-0.8,2.0,164.61
1.64,-0.8,2.0,164.38
1.63,-0.8,2.0,164.16
1.62,-0.8,2.0,163.94
1.61,-0.79,2.0,163.73
1.6,-0.79,2.0,163.51
1.59,-0.79,2.0,163.3
1.58,-0.78,2.0,163.1
1.57,-0.78,2.0,162.89
1.56,-0.78,2.0,162.69
1.55,-0.78,2.0,162.49
1.54,-0.77,2.0,162.3
1.53,-0.77,2.0,162.1
1.53,-0.77,2.0,161.91
1.52,-0.76,2.0,161.72
1.51,-0.76,2.0,161.54
1.5,-0.76,2.0,161.35
1.49,-0.75,2.0,161.17
1.48,-0.75,2.0,160.99
1.47,-0.75,2.0,160.82
1.46,-0.74,2.0,160.64
1.45,-0.74,2.0,160.47
1.44,-0.74,2.0,160.3
1.43,-0.73,2.0,160.14
1.42,-0.73,2.0,159.97
1.41,-0.73,2.0,159.81
1.4,-0.72,2.0,159.65
1.39,-0.72,2.0,159.49
1.38,-0.72,2.0,159.33
1.37,-0.71,2.0,159.18
1.37,-0.71,2.0,159.03
1.36,-0.71,2.0,158.87
1.35,-0.7,2.0,158.73
1.34,-0.7,2.0,158.58
1.33,-0.69,2.0,158.43
1.32,-0.69,2.0,158.29
1.31,-0.69,2.0,158.15
1.3,-0.68,2.0,158.01
1.29,-0.68,2.0,157.87
1.28,-0.68,2.0,157.74
1.27,-0.67,2.0,157.6
1.26,-0.67,2.0,157.47
1.25,-0.66,2.0,157.34
1.24,-0.66,2.0,157.21
1.24,-0.66,2.0,157.09
1.23,-0.65,2.0,156.96
1.22,-0.65,2.0,156.84
1.21,-0.64,2.0,156.71
1.2,-0.64,2.0,156.59
1.19,-0.64,2.0,156.47
1.18,-0.63,2.0,156.36
1.17,-0.63,2.0,156.24
1.16,-0.62,2.0,156.13
1.15,-0.62,2.0,156.01
1.14,-0.62,2.0,155.9
1.13,-0.61,2.0,155.79
1.13,-0.61,2.0,155.68
1.12,-0.6,2.0,155.57
1.11,-0.6,2.0,155.47
1.1,-0.6,2.0,155.36
1.09,-0.59,2.0,155.26
1.08,-0.59,2.0,155.16
1.07,-0.58,2.0,155.06
1.06,-0.58,2.0,154.96
1.05,-0.58,2.0,154.86
1.04,-0.57,2.0,154.76
1.03,-0.57,2.0,154.67
1.03,-0.56,2.0,154.57
1.02,-0.56,2.0,154.48
1.01,-0.55,2.0,154.39
1.0,-0.55,2.0,154.3
0.99,-0.54,2.0,154.21
0.98,-0.54,2.0,154.12
0.97,-0.54,2.0,154.03
0.96,-0.53,2.0,153.95
0.95,-0.53,2.0,153.86
0.94,-0.52,2.0,153.78
0.94,-0.52,2.0,153.7
0.93,-0.51,2.0,153.61
0.92,-0.51,2.0,153.53
0.91,-0.51,2.0,153.45
0.9,-0.5,2.0,153.38
0.89,-0.5,2.0,153.3
0.88,-0.49,2.0,153.22
0.87,-0.49,2.0,153.15
0.86,-0.48,2.0,153.07
0.86,-0.48,2.0,153.0
0.85,-0.47,2.0,152.93
0.84,-0.47,2.0,152.86
0.83,-0.46,2.0,152.79
0.82,-0.46,2.0,152.72
0.81,-0.46,2.0,152.65
0.8,-0.45,2.0,152.58
0.79,-0.45,2.0,152.52
0.78,-0.44,2.0,152.45
0.78,-0.44,2.0,152.39
0.77,-0.43,2.0,152.32
0.76,-0.43,2.0,152.26
0.75,-0.42,2.0,152.2
0.74,-0.42,2.0,152.14
0.73,-0.41,2.0,152.08
0.72,-0.41,2.0,152.02
0.71,-0.4,2.0,151.96
0.7,-0.4,2.0,151.91
0.7,-0.39,2.0,151.85
0.69,-0.39,2.0,151.79
0.68,-0.39,2.0,151.74
0.67,-0.38,2.0,151.69
0.66,-0.38,2.0,151.63
0.65,-0.37,2.0,151.58
0.64,-0.37,2.0,151.53
0.63,-0.36,2.0,151.48
0.63,-0.36,2.0,151.43
0.62,-0.35,2.0,151.38
0.61,-0.35,2.0,151.33
0.6,-0.34,2.0,151.29
0.59,-0.34,2.0,151.24
0.58,-0.33,2.0,151.2
0.57,-0.33,2.0,151.15
0.56,-0.32,2.0,151.11
0.56,-0.32,2.0,151.06
0.55,-0.31,2.0,151.02
0.54,-0.31,2.0,150.98
0.53,-0.3,2.0,150.94
0.52,-0.3,2.0,150.9
0.51,-0.29,2.0,150.86
0.5,-0.29,2.0,150.82
0.49,-0.28,2.0,150.78
0.49,-0.28,2.0,150.75
0.48,-0.27,2.0,150.71
0.47,-0.27,2.0,150.67
0.46,-0.26,2.0,150.64
0.45,-0.26,2.0,150.6
0.44,-0.25,2.0,150.57
0.43,-0.25,2.0,150.54
0.42,-0.25,2.0,150.51
0.42,-0.24,2.0,150.47
0.41,-0.24,2.0,150.44
0.4,-0.23,2.0,150.41
0.39,-0.23,2.0,150.38
0.38,-0.22,2.0,150.36
0.37,-0.22,2.0,150.33
0.36,-0.21,2.0,150.3
0.35,-0.21,2.0,150.27
0.35,-0.2,2.0,150.25
0.34,-0.2,2.0,150.22
0.33,-0.19,2.0,150.2
0.32,-0.19,2.0,150.17
0.31,-0.18,2.0,150.15
0.3,-0.18,2.0,150.13
0.29,-0.17,2.0,150.11
0.29,-0.17,2.0,150.09
0.28,-0.16,2.0,150.06
0.27,-0.16,2.0,150.04
0.26,-0.15,2.0,150.03
0.25,-0.15,2.0,150.01
0.24,-0.14,2.0,149.99
0.23,-0.14,2.0,149.97
0.22,-0.13,2.0,149.95
0.22,-0.13,2.0,149.94
0.21,-0.12,2.0,149.92
0.2,-0.12,2.0,149.91
0.19,-0.11,2.0,149.89
0.18,-0.11,2.0,149.88
0.17,-0.1,2.0,149.87
0.16,-0.1,2.0,149.86
0.16,-0.09,2.0,149.84
0.15,-0.09,2.0,149.83
0.14,-0.08,2.0,149.82
0.13,-0.08,2.0,149.81
0.12,-0.07,2.0,149.8
0.11,-0.07,2.0,149.8
0.1,-0.06,2.0,149.79
0.1,-0.06,2.0,149.78
0.09,-0.05,2.0,149.77
0.08,-0.05,2.0,149.77
0.07,-0.04,2.0,149.76
0.06,-0.04,2.0,149.76
0.05,-0.03,2.0,149.75
0.04,-0.03,2.0,149.75
0.03,-0.02,2.0,149.75
0.03,-0.02,2.0,149.75
0.02,-0.01,2.0,149.74
0.01,-0.01,2.0,149.74
0.0,-0.0,2.0,149.74
-0.01,0.01,2.0,149.74
-0.02,0.01,2.0,149.74
-0.03,0.02,2.0,149.75
-0.03,0.02,2.0,149.75
-0.04,0.03,2.0,149.75
-0.05,0.03,2.0,149.75
-0.06,0.04,2.0,149.76
-0.07,0.04,2.0,149.76
-0.08,0.05,2.0,149.77
-0.09,0.05,2.0,149.77
-0.1,0.06,2.0,149.78
-0.1,0.06,2.0,149.79
-0.11,0.07,2.0,149.8
-0.12,0.07,2.0,149.8
-0.13,0.08,2.0,149.81
-0.14,0.08,2.0,149.82
-0.15,0.09,2.0,149.83
-0.16,0.09,2.0,149.84
-0.16,0.1,2.0,149.86
-0.17,0.1,2.0,149.87
-0.18,0.11,2.0,149.88
-0.19,0.11,2.0,149.89
-0.2,0.12,2.0,149.91
-0.21,0.12,2.0,149.92
-0.22,0.13,2.0,149.94
-0.22,0.13,2.0,149.95
-0.23,0.14,2.0,149.97
-0.24,0.14,2.0,149.99
-0.25,0.15,2.0,150.01
-0.26,0.15,2.0,150.03
-0.27,0.16,2.0,150.04
-0.28,0.16,2.0,150.06
-0.29,0.17,2.0,150.09
-0.29,0.17,2.0,150.11
-0.3,0.18,2.0,150.13
-0.31,0.18,2.0,150.15
-0.32,0.19,2.0,150.17
-0.33,0.19,2.0,150.2
-0.34,0.2,2.0,150.22
-0.35,0.2,2.0,150.25
-0.35,0.21,2.0,150.27
-0.36,0.21,2.0,150.3
-0.37,0.22,2.0,150.33
-0.38,0.22,2.0,150.36
-0.39,0.23,2.0,150.38
-0.4,0.23,2.0,150.41
-0.41,0.24,2.0,150.44
-0.42,0.24,2.0,150.47
-0.42,0.24,2.0,150.51
-0.43,0.25,2.0,150.54
-0.44,0.25,2.0,150.57
-0.45,0.26,2.0,150.6
-0.46,0.26,2.0,150.64
-0.47,0.27,2.0,150.67
-0.48,0.27,2.0,150.71
-0.49,0.28,2.0,150.75
-0.49,0.28,2.0,150.78
-0.5,0.29,2.0,150.82
-0.51,0.29,2.0,150.86
-0.52,0.3,2.0,150.9
-0.53,0.3,2.0,150.94
-0.54,0.31,2.0,150.98
-0.55,0.31,2.0,151.02
-0.56,0.32,2.0,151.06
-0.56,0.32,2.0,151.11
-0.57,0.33,2.0,151.15
-0.58,0.33,2.0,151.2
-0.59,0.34,2.0,151.24
-0.6,0.34,2.0,151.29
-0.61,0.35,2.0,151.33
-0.62,0.35,2.0,151.38
-0.63,0.36,2.0,151.43
-0.63,0.36,2.0,151.48
-0.64,0.37,2.0,151.53
-0.65,0.37,2.0,151.58
-0.66,0.38,2.0,151.63
-0.67,0.38,2.0,151.69
-0.68,0.39,2.0,151.74
-0.69,0.39,2.0,151.79
-0.7,0.39,2.0,151.85
-0.7,0.4,2.0,151.91
-0.71,0.4,2.0,151.96
-0.72,0.41,2.0,152.02
-0.73,0.41,2.0,152.08
